date,store_id,sku,quantity_on_hand,quantity_sold,status,days_of_supply,value_on_hand
2024-09-14,ST008,SKU01033,3,8,Low Stock,0,983.58
2024-09-14,ST008,SKU01035,69,9,Overstock,5,17181.0
2024-09-14,ST008,SKU01036,76,8,Overstock,13,13036.28
2024-09-14,ST008,SKU01037,22,10,Low Stock,2,2052.82
2024-09-14,ST008,SKU01038,103,3,Overstock,18,5179.87
2024-09-14,ST008,SKU01039,121,10,Overstock,10,53445.7
2024-09-14,ST008,SKU01040,43,6,In Stock,4,15583.2
2024-09-14,ST008,SKU01041,145,2,Overstock,18,22499.65
2024-09-14,ST008,SKU01044,106,7,Overstock,16,68835.34
2024-09-14,ST008,SKU01045,113,4,Overstock,20,35278.6
2024-09-14,ST008,SKU01046,27,15,Low Stock,3,20426.04
2024-09-14,ST008,SKU01047,13,6,In Stock,1,8485.62
2024-09-14,ST008,SKU01048,0,10,Out of Stock,0,0.0
2024-09-14,ST008,SKU01049,86,4,Overstock,22,19207.24
2024-09-14,ST008,SKU01050,0,15,Out of Stock,0,0.0
2024-09-15,ST001,SKU01000,111,9,In Stock,15,71184.3
2024-09-15,ST001,SKU01001,64,6,In Stock,12,33772.16
2024-09-15,ST001,SKU01002,139,9,Overstock,21,69095.51
2024-09-15,ST001,SKU01003,95,17,In Stock,7,60081.8
2024-09-15,ST001,SKU01004,96,9,In Stock,8,72472.32
2024-09-15,ST001,SKU01005,56,6,In Stock,6,37513.84
2024-09-15,ST001,SKU01006,46,4,In Stock,8,21289.26
2024-09-15,ST001,SKU01007,15,14,Low Stock,1,11085.9
2024-09-15,ST001,SKU01009,135,2,Overstock,52,4182.3
2024-09-15,ST001,SKU01010,16,7,Low Stock,1,1766.08
2024-09-15,ST001,SKU01012,142,7,Overstock,27,82778.9
2024-09-15,ST001,SKU01014,117,11,Overstock,9,20871.63
2024-09-15,ST001,SKU01015,58,11,In Stock,4,40584.92
2024-09-15,ST001,SKU01016,54,15,In Stock,5,14474.16
2024-09-15,ST001,SKU01017,40,3,In Stock,19,17463.6
2024-09-15,ST001,SKU01018,135,7,Overstock,17,9533.7
2024-09-15,ST001,SKU01019,18,5,Low Stock,6,8918.28
2024-09-15,ST001,SKU01020,92,14,In Stock,6,72570.52
2024-09-15,ST001,SKU01021,87,17,In Stock,6,68475.09
2024-09-15,ST001,SKU01022,88,13,Overstock,6,48268.0
2024-09-15,ST001,SKU01024,21,15,In Stock,1,4163.67
2024-09-15,ST001,SKU01025,36,10,In Stock,4,10239.84
2024-09-15,ST001,SKU01026,106,17,Overstock,9,67052.42
2024-09-15,ST001,SKU01027,88,12,Overstock,9,49251.84
2024-09-15,ST001,SKU01029,74,10,Overstock,11,35527.4
2024-09-15,ST001,SKU01030,92,10,Overstock,8,49841.92
2024-09-15,ST001,SKU01031,67,4,In Stock,13,50488.52
2024-09-15,ST001,SKU01032,116,9,Overstock,11,89507.92
2024-09-15,ST001,SKU01033,44,7,Low Stock,7,14425.84
2024-09-15,ST001,SKU01034,138,10,Overstock,15,17839.26
2024-09-15,ST001,SKU01035,19,13,Low Stock,2,4731.0
2024-09-15,ST001,SKU01036,45,12,In Stock,4,7718.85
2024-09-15,ST001,SKU01038,126,16,Overstock,9,6336.54
2024-09-15,ST001,SKU01039,139,2,Overstock,47,61396.3
2024-09-15,ST001,SKU01040,16,9,Low Stock,1,5798.4
2024-09-15,ST001,SKU01041,96,18,In Stock,8,14896.32
2024-09-15,ST001,SKU01042,87,4,In Stock,13,36802.74
2024-09-15,ST001,SKU01043,75,14,In Stock,5,21500.25
2024-09-15,ST001,SKU01044,1,5,Low Stock,0,649.39
2024-09-15,ST001,SKU01045,11,4,Low Stock,2,3434.2
2024-09-15,ST001,SKU01046,47,9,In Stock,4,35556.44
2024-09-15,ST001,SKU01047,2,16,Low Stock,0,1305.48
2024-09-15,ST001,SKU01048,117,4,Overstock,15,8669.7
2024-09-15,ST001,SKU01049,55,5,In Stock,12,12283.7
2024-09-15,ST001,SKU01050,112,10,Overstock,7,17740.8
2024-09-15,ST002,SKU01000,57,6,In Stock,11,36554.1
2024-09-15,ST002,SKU01001,0,13,Out of Stock,0,0.0
2024-09-15,ST002,SKU01002,87,5,In Stock,23,43246.83
2024-09-15,ST002,SKU01003,84,2,In Stock,22,53124.96
2024-09-15,ST002,SKU01004,8,10,Low Stock,0,6039.36
2024-09-15,ST002,SKU01005,101,7,In Stock,10,67658.89
2024-09-15,ST002,SKU01006,49,3,In Stock,16,22677.69
2024-09-15,ST002,SKU01007,95,16,In Stock,7,70210.7
2024-09-15,ST002,SKU01008,99,13,In Stock,8,12862.08
2024-09-15,ST002,SKU01009,120,7,Overstock,21,3717.6
2024-09-15,ST002,SKU01011,28,5,Low Stock,9,16494.52
2024-09-15,ST002,SKU01012,44,13,Low Stock,3,25649.8
2024-09-15,ST002,SKU01013,58,5,Overstock,10,6041.28
2024-09-15,ST002,SKU01014,132,5,Overstock,16,23547.48
2024-09-15,ST002,SKU01015,115,14,Overstock,10,80470.1
2024-09-15,ST002,SKU01016,6,22,Low Stock,0,1608.24
2024-09-15,ST002,SKU01017,110,20,In Stock,9,48024.9
2024-09-15,ST002,SKU01018,126,10,Overstock,14,8898.12
2024-09-15,ST002,SKU01020,5,12,Low Stock,0,3944.05
2024-09-15,ST002,SKU01021,65,5,In Stock,14,51159.55
2024-09-15,ST002,SKU01022,88,10,Overstock,8,48268.0
2024-09-15,ST002,SKU01023,24,9,In Stock,1,7719.6
2024-09-15,ST002,SKU01025,36,10,In Stock,4,10239.84
2024-09-15,ST002,SKU01026,107,12,Overstock,12,67684.99
2024-09-15,ST002,SKU01029,7,9,Low Stock,0,3360.7
2024-09-15,ST002,SKU01030,18,8,Low Stock,2,9751.68
2024-09-15,ST002,SKU01031,57,16,In Stock,3,42952.92
2024-09-15,ST002,SKU01032,73,14,In Stock,5,56328.26
2024-09-15,ST002,SKU01033,51,7,In Stock,6,16720.86
2024-09-15,ST002,SKU01035,4,18,Low Stock,0,996.0
2024-09-15,ST002,SKU01036,33,16,In Stock,2,5660.49
2024-09-15,ST002,SKU01037,83,13,In Stock,5,7744.73
2024-09-15,ST002,SKU01042,27,3,Low Stock,10,11421.54
2024-09-15,ST002,SKU01043,60,4,In Stock,16,17200.2
2024-09-15,ST002,SKU01044,30,13,Low Stock,2,19481.7
2024-09-15,ST002,SKU01045,19,13,Low Stock,1,5931.8
2024-09-15,ST002,SKU01046,14,8,Low Stock,1,10591.28
2024-09-15,ST002,SKU01048,59,18,Overstock,4,4371.9
2024-09-15,ST002,SKU01049,22,10,In Stock,1,4913.48
2024-09-15,ST002,SKU01050,98,7,Overstock,13,15523.2
2024-09-15,ST003,SKU01000,54,8,In Stock,6,34630.2
2024-09-15,ST003,SKU01001,43,15,In Stock,2,22690.67
2024-09-15,ST003,SKU01002,40,9,In Stock,3,19883.6
2024-09-15,ST003,SKU01003,61,4,In Stock,10,38578.84
2024-09-15,ST003,SKU01005,38,11,Low Stock,2,25455.82
2024-09-15,ST003,SKU01006,15,2,Low Stock,7,6942.15
2024-09-15,ST003,SKU01007,10,10,Low Stock,1,7390.6
2024-09-15,ST003,SKU01008,59,6,In Stock,8,7665.28
2024-09-15,ST003,SKU01009,113,5,Overstock,19,3500.74
2024-09-15,ST003,SKU01010,43,8,In Stock,5,4746.34
2024-09-15,ST003,SKU01012,61,5,In Stock,12,35559.95
2024-09-15,ST003,SKU01013,130,16,Overstock,12,13540.8
2024-09-15,ST003,SKU01014,80,11,Overstock,6,14271.2
2024-09-15,ST003,SKU01016,63,0,In Stock,21,16886.52
2024-09-15,ST003,SKU01017,83,3,In Stock,26,36236.97
2024-09-15,ST003,SKU01018,4,5,Low Stock,0,282.48
2024-09-15,ST003,SKU01019,29,14,Low Stock,3,14368.34
2024-09-15,ST003,SKU01020,112,3,In Stock,19,88346.72
2024-09-15,ST003,SKU01021,103,19,In Stock,7,81068.21
2024-09-15,ST003,SKU01022,110,1,Overstock,20,60335.0
2024-09-15,ST003,SKU01023,142,2,Overstock,45,45674.3
2024-09-15,ST003,SKU01026,29,12,Low Stock,2,18344.53
2024-09-15,ST003,SKU01027,90,11,Overstock,9,50371.2
2024-09-15,ST003,SKU01028,65,3,In Stock,22,19880.25
2024-09-15,ST003,SKU01029,105,7,Overstock,13,50410.5
2024-09-15,ST003,SKU01030,111,5,Overstock,12,60135.36
2024-09-15,ST003,SKU01031,132,12,Overstock,20,99469.92
2024-09-15,ST003,SKU01032,111,8,Overstock,14,85649.82
2024-09-15,ST003,SKU01033,103,9,Overstock,8,33769.58
2024-09-15,ST003,SKU01034,127,6,Overstock,9,16417.29
2024-09-15,ST003,SKU01035,92,6,Overstock,12,22908.0
2024-09-15,ST003,SKU01036,84,9,Overstock,9,14408.52
2024-09-15,ST003,SKU01037,110,6,In Stock,14,10264.1
2024-09-15,ST003,SKU01038,81,2,Overstock,24,4073.49
2024-09-15,ST003,SKU01040,81,7,In Stock,12,29354.4
2024-09-15,ST003,SKU01041,139,6,Overstock,20,21568.63
2024-09-15,ST003,SKU01042,85,11,In Stock,8,35956.7
2024-09-15,ST003,SKU01043,51,7,In Stock,4,14620.17
2024-09-15,ST003,SKU01044,64,6,Overstock,11,41560.96
2024-09-15,ST003,SKU01045,20,3,Low Stock,4,6244.0
2024-09-15,ST003,SKU01046,84,4,Overstock,29,63547.68
2024-09-15,ST003,SKU01047,2,5,Low Stock,0,1305.48
2024-09-15,ST003,SKU01048,70,4,Overstock,9,5187.0
2024-09-15,ST003,SKU01049,77,4,Overstock,7,17197.18
2024-09-15,ST003,SKU01050,65,7,In Stock,6,10296.0
2024-09-15,ST004,SKU01001,49,12,In Stock,3,25856.81
2024-09-15,ST004,SKU01003,29,14,In Stock,2,18340.76
2024-09-15,ST004,SKU01004,67,19,In Stock,5,50579.64
2024-09-15,ST004,SKU01006,127,12,Overstock,11,58776.87
2024-09-15,ST004,SKU01007,49,21,Low Stock,3,36213.94
2024-09-15,ST004,SKU01008,19,11,Low Stock,1,2468.48
2024-09-15,ST004,SKU01009,117,6,Overstock,14,3624.66
2024-09-15,ST004,SKU01010,44,2,In Stock,10,4856.72
2024-09-15,ST004,SKU01011,90,12,In Stock,6,53018.1
2024-09-15,ST004,SKU01012,39,4,Low Stock,14,22735.05
2024-09-15,ST004,SKU01013,11,4,Low Stock,4,1145.76
2024-09-15,ST004,SKU01014,13,6,Low Stock,2,2319.07
2024-09-15,ST004,SKU01015,57,12,In Stock,3,39885.18
2024-09-15,ST004,SKU01016,30,10,Low Stock,2,8041.2
2024-09-15,ST004,SKU01017,41,3,In Stock,12,17900.19
2024-09-15,ST004,SKU01018,113,13,Overstock,9,7980.06
2024-09-15,ST004,SKU01019,24,4,Low Stock,3,11891.04
2024-09-15,ST004,SKU01020,29,1,In Stock,11,22875.49
2024-09-15,ST004,SKU01021,92,10,In Stock,18,72410.44
2024-09-15,ST004,SKU01022,77,13,Overstock,6,42234.5
2024-09-15,ST004,SKU01023,104,7,In Stock,19,33451.6
2024-09-15,ST004,SKU01024,82,13,Overstock,6,16258.14
2024-09-15,ST004,SKU01026,68,4,Overstock,19,43014.76
2024-09-15,ST004,SKU01027,31,9,Low Stock,2,17350.08
2024-09-15,ST004,SKU01028,63,5,In Stock,10,19268.55
2024-09-15,ST004,SKU01029,90,8,Overstock,16,43209.0
2024-09-15,ST004,SKU01031,27,2,In Stock,13,20346.12
2024-09-15,ST004,SKU01032,77,12,Overstock,7,59414.74
2024-09-15,ST004,SKU01033,49,7,Low Stock,5,16065.14
2024-09-15,ST004,SKU01034,96,12,Overstock,10,12409.92
2024-09-15,ST004,SKU01035,66,4,Overstock,22,16434.0
2024-09-15,ST004,SKU01036,60,4,Overstock,9,10291.8
2024-09-15,ST004,SKU01037,138,2,Overstock,24,12876.78
2024-09-15,ST004,SKU01038,107,2,Overstock,23,5381.03
2024-09-15,ST004,SKU01039,33,5,In Stock,5,14576.1
2024-09-15,ST004,SKU01040,3,5,Low Stock,1,1087.2
2024-09-15,ST004,SKU01041,119,3,Overstock,23,18465.23
2024-09-15,ST004,SKU01042,100,9,In Stock,11,42302.0
2024-09-15,ST004,SKU01043,13,7,Low Stock,2,3726.71
2024-09-15,ST004,SKU01044,69,7,Overstock,10,44807.91
2024-09-15,ST004,SKU01045,113,4,Overstock,30,35278.6
2024-09-15,ST004,SKU01047,113,6,In Stock,14,73759.62
2024-09-15,ST004,SKU01048,101,7,Overstock,11,7484.1
2024-09-15,ST004,SKU01049,119,7,Overstock,13,26577.46
2024-09-15,ST004,SKU01050,97,4,Overstock,19,15364.8
2024-09-15,ST005,SKU01000,124,19,In Stock,8,79521.2
2024-09-15,ST005,SKU01002,14,14,Low Stock,1,6959.26
2024-09-15,ST005,SKU01003,33,14,In Stock,2,20870.52
2024-09-15,ST005,SKU01005,44,10,Low Stock,5,29475.16
2024-09-15,ST005,SKU01006,47,3,In Stock,6,21752.07
2024-09-15,ST005,SKU01007,111,17,In Stock,7,82035.66
2024-09-15,ST005,SKU01008,0,13,Out of Stock,0,0.0
2024-09-15,ST005,SKU01009,54,12,In Stock,4,1672.92
2024-09-15,ST005,SKU01013,103,10,Overstock,10,10728.48
2024-09-15,ST005,SKU01015,6,5,Low Stock,1,4198.44
2024-09-15,ST005,SKU01016,33,9,Low Stock,2,8845.32
2024-09-15,ST005,SKU01017,56,5,In Stock,6,24449.04
2024-09-15,ST005,SKU01018,61,18,Overstock,5,4307.82
2024-09-15,ST005,SKU01019,140,1,Overstock,53,69364.4
2024-09-15,ST005,SKU01020,75,19,In Stock,5,59160.75
2024-09-15,ST005,SKU01022,110,6,Overstock,16,60335.0
2024-09-15,ST005,SKU01023,2,18,Low Stock,0,643.3
2024-09-15,ST005,SKU01024,27,5,In Stock,7,5353.29
2024-09-15,ST005,SKU01025,110,10,Overstock,8,31288.4
2024-09-15,ST005,SKU01026,26,14,Low Stock,1,16446.82
2024-09-15,ST005,SKU01027,9,7,Low Stock,1,5037.12
2024-09-15,ST005,SKU01030,19,13,Low Stock,1,10293.44
2024-09-15,ST005,SKU01031,94,19,Overstock,6,70834.64
2024-09-15,ST005,SKU01032,91,6,Overstock,15,70217.42
2024-09-15,ST005,SKU01033,141,8,Overstock,11,46228.26
2024-09-15,ST005,SKU01034,90,2,Overstock,26,11634.3
2024-09-15,ST005,SKU01035,61,15,In Stock,4,15189.0
2024-09-15,ST005,SKU01036,45,3,In Stock,12,7718.85
2024-09-15,ST005,SKU01037,93,10,In Stock,7,8677.83
2024-09-15,ST005,SKU01038,44,7,Low Stock,3,2212.76
2024-09-15,ST005,SKU01039,98,7,Overstock,9,43286.6
2024-09-15,ST005,SKU01040,70,4,In Stock,27,25368.0
2024-09-15,ST005,SKU01041,126,8,Overstock,13,19551.42
2024-09-15,ST005,SKU01042,124,7,In Stock,24,52454.48
2024-09-15,ST005,SKU01044,116,2,Overstock,45,75329.24
2024-09-15,ST005,SKU01045,2,4,Low Stock,0,624.4
2024-09-15,ST005,SKU01046,9,10,Low Stock,1,6808.68
2024-09-15,ST005,SKU01047,65,4,In Stock,11,42428.1
2024-09-15,ST005,SKU01048,130,0,Overstock,29,9633.0
2024-09-15,ST005,SKU01049,106,10,Overstock,9,23674.04
2024-09-15,ST005,SKU01050,75,5,In Stock,10,11880.0
2024-09-15,ST006,SKU01000,61,5,In Stock,11,39119.3
2024-09-15,ST006,SKU01001,42,3,In Stock,5,22162.98
2024-09-15,ST006,SKU01002,0,8,Out of Stock,0,0.0
2024-09-15,ST006,SKU01003,87,4,In Stock,27,55022.28
2024-09-15,ST006,SKU01005,144,5,Overstock,14,96464.16
2024-09-15,ST006,SKU01006,50,11,In Stock,5,23140.5
2024-09-15,ST006,SKU01009,140,9,Overstock,12,4337.2
2024-09-15,ST006,SKU01010,71,2,In Stock,16,7836.98
2024-09-15,ST006,SKU01011,36,13,Low Stock,3,21207.24
2024-09-15,ST006,SKU01012,17,16,Low Stock,1,9910.15
2024-09-15,ST006,SKU01013,110,3,Overstock,27,11457.6
2024-09-15,ST006,SKU01014,90,16,Overstock,6,16055.1
2024-09-15,ST006,SKU01015,33,14,In Stock,2,23091.42
2024-09-15,ST006,SKU01016,16,9,Low Stock,2,4288.64
2024-09-15,ST006,SKU01017,39,9,In Stock,5,17027.01
2024-09-15,ST006,SKU01018,124,4,Overstock,35,8756.88
2024-09-15,ST006,SKU01019,81,16,Overstock,7,40132.26
2024-09-15,ST006,SKU01021,88,4,In Stock,9,69262.16
2024-09-15,ST006,SKU01023,43,14,In Stock,3,13830.95
2024-09-15,ST006,SKU01024,19,5,In Stock,4,3767.13
2024-09-15,ST006,SKU01025,23,8,Low Stock,4,6542.12
2024-09-15,ST006,SKU01026,139,8,Overstock,24,87927.23
2024-09-15,ST006,SKU01027,1,8,Low Stock,0,559.68
2024-09-15,ST006,SKU01028,4,16,Low Stock,0,1223.4
2024-09-15,ST006,SKU01029,59,4,In Stock,15,28325.9
2024-09-15,ST006,SKU01030,19,4,Low Stock,1,10293.44
2024-09-15,ST006,SKU01032,127,8,Overstock,18,97995.74
2024-09-15,ST006,SKU01033,95,9,In Stock,11,31146.7
2024-09-15,ST006,SKU01034,83,15,Overstock,5,10729.41
2024-09-15,ST006,SKU01036,34,18,In Stock,2,5832.02
2024-09-15,ST006,SKU01037,131,5,Overstock,16,12223.61
2024-09-15,ST006,SKU01039,72,4,Overstock,10,31802.4
2024-09-15,ST006,SKU01041,98,19,In Stock,8,15206.66
2024-09-15,ST006,SKU01042,40,14,In Stock,3,16920.8
2024-09-15,ST006,SKU01043,22,18,Low Stock,1,6306.74
2024-09-15,ST006,SKU01044,132,8,Overstock,25,85719.48
2024-09-15,ST006,SKU01045,35,2,Low Stock,8,10927.0
2024-09-15,ST006,SKU01046,54,9,In Stock,6,40852.08
2024-09-15,ST006,SKU01047,63,12,In Stock,6,41122.62
2024-09-15,ST006,SKU01050,48,8,In Stock,5,7603.2
2024-09-15,ST007,SKU01000,48,9,In Stock,4,30782.4
2024-09-15,ST007,SKU01001,49,9,In Stock,5,25856.81
2024-09-15,ST007,SKU01002,71,9,In Stock,5,35293.39
2024-09-15,ST007,SKU01003,0,12,Out of Stock,0,0.0
2024-09-15,ST007,SKU01005,43,1,Low Stock,17,28805.27
2024-09-15,ST007,SKU01006,83,8,In Stock,9,38413.23
2024-09-15,ST007,SKU01007,48,7,Low Stock,6,35474.88
2024-09-15,ST007,SKU01008,112,12,In Stock,9,14551.04
2024-09-15,ST007,SKU01009,18,8,Low Stock,2,557.64
2024-09-15,ST007,SKU01010,43,13,In Stock,3,4746.34
2024-09-15,ST007,SKU01011,116,7,In Stock,12,68334.44
2024-09-15,ST007,SKU01012,73,8,Overstock,7,42555.35
2024-09-15,ST007,SKU01013,25,10,Low Stock,2,2604.0
2024-09-15,ST007,SKU01015,21,4,Low Stock,3,14694.54
2024-09-15,ST007,SKU01016,84,14,In Stock,9,22515.36
2024-09-15,ST007,SKU01017,119,4,In Stock,55,51954.21
2024-09-15,ST007,SKU01019,132,6,Overstock,16,65400.72
2024-09-15,ST007,SKU01021,96,8,In Stock,8,75558.72
2024-09-15,ST007,SKU01022,105,14,Overstock,7,57592.5
2024-09-15,ST007,SKU01023,50,4,In Stock,16,16082.5
2024-09-15,ST007,SKU01024,87,3,Overstock,20,17249.49
2024-09-15,ST007,SKU01025,123,4,Overstock,22,34986.12
2024-09-15,ST007,SKU01026,0,11,Out of Stock,0,0.0
2024-09-15,ST007,SKU01027,103,15,Overstock,9,57647.04
2024-09-15,ST007,SKU01028,35,5,In Stock,8,10704.75
2024-09-15,ST007,SKU01030,65,1,Overstock,18,35214.4
2024-09-15,ST007,SKU01031,85,11,Overstock,9,64052.6
2024-09-15,ST007,SKU01032,83,5,Overstock,9,64044.46
2024-09-15,ST007,SKU01033,115,3,Overstock,21,37703.9
2024-09-15,ST007,SKU01034,97,5,Overstock,12,12539.19
2024-09-15,ST007,SKU01035,6,8,Low Stock,0,1494.0
2024-09-15,ST007,SKU01036,15,12,Low Stock,1,2572.95
2024-09-15,ST007,SKU01037,130,2,Overstock,47,12130.3
2024-09-15,ST007,SKU01038,117,12,Overstock,9,5883.93
2024-09-15,ST007,SKU01040,95,16,In Stock,11,34428.0
2024-09-15,ST007,SKU01041,77,14,In Stock,6,11948.09
2024-09-15,ST007,SKU01043,60,4,In Stock,10,17200.2
2024-09-15,ST007,SKU01044,119,6,Overstock,31,77277.41
2024-09-15,ST007,SKU01045,69,5,Overstock,9,21541.8
2024-09-15,ST007,SKU01047,5,6,Low Stock,0,3263.7
2024-09-15,ST007,SKU01048,77,3,Overstock,30,5705.7
2024-09-15,ST007,SKU01049,102,3,Overstock,47,22780.68
2024-09-15,ST007,SKU01050,75,4,In Stock,34,11880.0
2024-09-15,ST008,SKU01001,68,4,In Stock,22,35882.92
2024-09-15,ST008,SKU01002,5,11,Low Stock,0,2485.45
2024-09-15,ST008,SKU01003,58,9,In Stock,9,36681.52
2024-09-15,ST008,SKU01004,29,4,In Stock,4,21892.68
2024-09-15,ST008,SKU01005,63,11,In Stock,5,42203.07
2024-09-15,ST008,SKU01006,80,9,In Stock,11,37024.8
2024-09-15,ST008,SKU01008,23,10,Low Stock,2,2988.16
2024-09-15,ST008,SKU01009,109,11,Overstock,12,3376.82
2024-09-15,ST008,SKU01010,1,9,Low Stock,0,110.38
2024-09-15,ST008,SKU01013,69,10,Overstock,9,7187.04
2024-09-15,ST008,SKU01014,14,6,Low Stock,2,2497.46
2024-09-15,ST008,SKU01015,51,3,In Stock,15,35686.74
2024-09-15,ST008,SKU01016,51,1,In Stock,23,13670.04
2024-09-15,ST008,SKU01017,71,8,In Stock,6,30997.89
2024-09-15,ST008,SKU01018,69,6,Overstock,13,4872.78
2024-09-15,ST008,SKU01019,79,11,Overstock,8,39141.34
2024-09-15,ST008,SKU01020,12,8,Low Stock,0,9465.72
2024-09-15,ST008,SKU01021,89,16,In Stock,6,70049.23
2024-09-15,ST008,SKU01022,15,12,Low Stock,1,8227.5
2024-09-15,ST008,SKU01023,50,6,In Stock,6,16082.5
2024-09-15,ST008,SKU01024,117,2,Overstock,45,23197.59
2024-09-15,ST008,SKU01025,10,10,Low Stock,1,2844.4
2024-09-15,ST008,SKU01026,7,7,Low Stock,1,4427.99
2024-09-15,ST008,SKU01027,107,7,Overstock,10,59885.76
2024-09-15,ST008,SKU01029,38,14,In Stock,3,18243.8
2024-09-15,ST008,SKU01030,78,8,Overstock,8,42257.28
2024-09-15,ST008,SKU01032,29,12,Low Stock,2,22376.98
2024-09-15,ST008,SKU01033,1,7,Low Stock,0,327.86
2024-09-15,ST008,SKU01034,38,11,In Stock,2,4912.26
2024-09-15,ST008,SKU01035,117,2,Overstock,26,29133.0
2024-09-15,ST008,SKU01037,63,7,In Stock,6,5878.53
2024-09-15,ST008,SKU01038,15,10,Low Stock,1,754.35
2024-09-15,ST008,SKU01039,0,9,Out of Stock,0,0.0
2024-09-15,ST008,SKU01040,91,19,In Stock,6,32978.4
2024-09-15,ST008,SKU01041,29,1,Low Stock,10,4499.93
2024-09-15,ST008,SKU01042,5,8,Low Stock,0,2115.1
2024-09-15,ST008,SKU01043,126,6,Overstock,30,36120.42
2024-09-15,ST008,SKU01044,147,1,Overstock,70,95460.33
2024-09-15,ST008,SKU01045,37,3,Low Stock,16,11551.4
2024-09-15,ST008,SKU01046,60,13,In Stock,4,45391.2
2024-09-15,ST008,SKU01047,93,13,In Stock,9,60704.82
2024-09-15,ST008,SKU01048,0,10,Out of Stock,0,0.0
2024-09-15,ST008,SKU01049,1,8,Low Stock,0,223.34
2024-09-16,ST001,SKU01000,23,4,Low Stock,4,14749.9
2024-09-16,ST001,SKU01001,29,7,Low Stock,4,15303.01
2024-09-16,ST001,SKU01002,23,8,Low Stock,3,11433.07
2024-09-16,ST001,SKU01003,107,7,Overstock,8,67671.08
2024-09-16,ST001,SKU01004,134,11,Overstock,10,101159.28
2024-09-16,ST001,SKU01005,26,15,Low Stock,1,17417.14
2024-09-16,ST001,SKU01006,131,6,Overstock,33,60628.11
2024-09-16,ST001,SKU01007,61,4,In Stock,9,45082.66
2024-09-16,ST001,SKU01008,105,20,In Stock,9,13641.6
2024-09-16,ST001,SKU01009,139,6,Overstock,14,4306.22
2024-09-16,ST001,SKU01010,73,9,In Stock,17,8057.74
2024-09-16,ST001,SKU01011,125,8,In Stock,24,73636.25
2024-09-16,ST001,SKU01013,89,12,Overstock,7,9270.24
2024-09-16,ST001,SKU01015,140,4,Overstock,47,97963.6
2024-09-16,ST001,SKU01016,135,14,Overstock,11,36185.4
2024-09-16,ST001,SKU01017,77,2,In Stock,21,33617.43
2024-09-16,ST001,SKU01018,126,4,Overstock,58,8898.12
2024-09-16,ST001,SKU01019,86,13,Overstock,8,42609.56
2024-09-16,ST001,SKU01020,132,15,Overstock,8,104122.92
2024-09-16,ST001,SKU01022,111,8,Overstock,14,60883.5
2024-09-16,ST001,SKU01023,53,3,In Stock,11,17047.45
2024-09-16,ST001,SKU01024,124,4,Overstock,24,24585.48
2024-09-16,ST001,SKU01025,63,6,In Stock,5,17919.72
2024-09-16,ST001,SKU01026,104,1,Overstock,35,65787.28
2024-09-16,ST001,SKU01028,47,2,In Stock,5,14374.95
2024-09-16,ST001,SKU01029,98,3,Overstock,34,47049.8
2024-09-16,ST001,SKU01030,61,4,Overstock,23,33047.36
2024-09-16,ST001,SKU01031,82,12,In Stock,6,61791.92
2024-09-16,ST001,SKU01032,70,5,In Stock,10,54013.4
2024-09-16,ST001,SKU01033,76,0,In Stock,35,24917.36
2024-09-16,ST001,SKU01034,14,10,Low Stock,1,1809.78
2024-09-16,ST001,SKU01035,21,10,Low Stock,2,5229.0
2024-09-16,ST001,SKU01036,23,11,Low Stock,2,3945.19
2024-09-16,ST001,SKU01038,85,13,Overstock,8,4274.65
2024-09-16,ST001,SKU01039,110,4,Overstock,27,48587.0
2024-09-16,ST001,SKU01040,24,7,Low Stock,3,8697.6
2024-09-16,ST001,SKU01041,13,10,Low Stock,1,2017.21
2024-09-16,ST001,SKU01042,112,5,In Stock,32,47378.24
2024-09-16,ST001,SKU01045,40,8,Low Stock,4,12488.0
2024-09-16,ST001,SKU01046,15,3,Low Stock,6,11347.8
2024-09-16,ST001,SKU01047,8,4,Low Stock,1,5221.92
2024-09-16,ST001,SKU01048,111,4,Overstock,23,8225.1
2024-09-16,ST001,SKU01050,26,9,Low Stock,3,4118.4
2024-09-16,ST002,SKU01000,0,13,Out of Stock,0,0.0
2024-09-16,ST002,SKU01001,0,10,Out of Stock,0,0.0
2024-09-16,ST002,SKU01002,104,9,In Stock,12,51697.36
2024-09-16,ST002,SKU01003,68,2,In Stock,15,43005.92
2024-09-16,ST002,SKU01004,93,6,In Stock,15,70207.56
2024-09-16,ST002,SKU01005,103,9,In Stock,9,68998.67
2024-09-16,ST002,SKU01006,99,6,Overstock,14,45818.19
2024-09-16,ST002,SKU01008,128,6,In Stock,17,16629.76
2024-09-16,ST002,SKU01009,66,14,In Stock,5,2044.68
2024-09-16,ST002,SKU01010,89,6,Overstock,38,9823.82
2024-09-16,ST002,SKU01012,106,8,Overstock,9,61792.7
2024-09-16,ST002,SKU01013,70,14,Overstock,5,7291.2
2024-09-16,ST002,SKU01014,70,13,In Stock,5,12487.3
2024-09-16,ST002,SKU01015,28,8,Low Stock,4,19592.72
2024-09-16,ST002,SKU01016,8,15,Low Stock,0,2144.32
2024-09-16,ST002,SKU01017,52,6,In Stock,18,22702.68
2024-09-16,ST002,SKU01018,33,7,Low Stock,2,2330.46
2024-09-16,ST002,SKU01019,65,10,Overstock,7,32204.9
2024-09-16,ST002,SKU01020,23,15,In Stock,2,18142.63
